document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,Unnamed: 0,PassiveMatch(es),PassiveCount,ID,Test,Cond,human_coding,match
Science is trusted by intelligent and informed people.,1,['is trusted'],1,1,1.0,1,475,['is trusted'],1,A3FXVNZ5VG98IP,1.0,2,1,True
We should listen to science in our battle against COVID-19.,1,[],0,0,0.0,0,476,,0,AYXN53TNFG71P,1.0,1,0,True
The chemicals were ordered by the lab.,1,['were ordered'],1,1,1.0,1,477,['were ordered'],1,AMUKX1DM4ASA7,1.0,2,1,True
How does science relate in the studies of the humanities ,1,[],0,0,0.0,0,478,,0,AFE7E450NETF2,1.0,1,0,True
SCIENCE MAKES EVERYONE HAVE FUN.,1,[],0,0,0.0,0,479,,0,A2DLZ9PK82J8L2,1.0,1,0,True
Science is risky business. ,1,[],0,0,0.0,0,480,,0,ARON01UO1YK7I,2.0,2,0,True
Perserverance successful landing delighted me ,1,[],0,0,0.0,0,481,,0,A3RNGN5WLE1OBU,1.0,1,0,True
"The moon has been around for very long time, I wish I saw the rocket launch back in the day.",1,[],0,0,0.0,0,482,,0,A1ZZETG57T5D5X,2.0,2,0,True
Science explains lot of phenomena ,1,[],0,0,0.0,0,483,,0,A2Z75NJBZ46RE9,1.0,1,0,True
Science was almost destroyed by the ignorant masses.,1,['was almost destroyed'],1,1,1.0,1,484,['was almost destroyed'],1,A1CI5U3BLQ2DDS,1.0,2,1,True
 Science will cure all our problems. ,1,[],0,0,0.0,0,485,,0,A1CI5U3BLQ2DDS ,1.0,1,0,True
The scientists evaluated their theses in the lab. ,1,[],0,0,0.0,0,486,,0,ATSNZCC16HIOI,1.0,1,0,True
I wish I was scientist ,1,[],0,0,0.0,0,487,,0,A1SWGSFIMZJQE,2.0,2,0,True
Science isn believed by everyone. ,1,[],0,0,0.0,0,488,,0,A33UZLF8WW0DV1,2.0,2,1,False
New video from the Mars landing is online.,1,[],0,0,0.0,0,489,,0,A39GP79ULCP9J2,1.0,1,0,True
Science is useful.,1,[],0,0,0.0,0,490,,0,A2X5BYJKVKSYQQ,1.0,1,0,True
Some people think that science is not real ,1,[],0,0,0.0,0,491,,0,A12S5JDG2D5HEW,2.0,2,0,True
I look through telescopes to see the planet and stars. ,1,[],0,0,0.0,0,492,,0,A1FAQI8VXLAMBM,2.0,1,0,True
The infection was caused by covid.,1,['was caused'],1,1,1.0,1,493,['was caused'],1,A3P1QF00PF2DF9,1.0,2,1,True
Theaters are moving slowly as I look at the sky.,1,[],0,0,0.0,0,494,,0,A16ZLWV0QUJP65,2.0,1,0,True
The physics teacher advocated encouraging women students to study S.T.E.M. subjects.,2,[],0,0,0.0,0,495,,0,AOJD8D9NXVAR3,1.0,1,0,True
The full moon passed last week.,1,[],0,0,0.0,0,496,,0,A1ZLWV0QUJP65,2.0,2,0,True
She completed the lab experiment.,1,[],0,0,0.0,0,497,,0,AAL5LUI5U3NAV,1.0,1,0,True
Mary studied science in college. ,1,[],0,0,0.0,0,498,,0,A1TK1M16KJJKEO,1.0,2,0,True
I took the science class,1,[],0,0,0.0,0,499,,0,A79XOBCSS4NTG,1.0,1,0,True
Science study is gaining interest.,1,[],0,0,0.0,0,500,,0,A2O3IWIVOZD4S7,1.0,1,0,True
Science is difficult subject.,1,[],0,0,0.0,0,501,,0,A2SVKAI2PNTS79,2.0,2,0,True
Science classes are full.,1,[],0,0,0.0,0,502,,0,A2O3IWIVOZD4S7,1.0,1,0,True
Science is known for its research.,1,['is known'],1,1,1.0,1,503,['is known'],1,A2VNR6984SDFGQ,1.0,2,0,False
Scientists were studying. ,1,[],0,0,0.0,0,504,,0,A3CLBF224TRYC9,1.0,2,0,True
The teacher showed the students the science textbook.,1,[],0,0,0.0,0,505,,0,A8TLS2F8LFQ68,1.0,1,0,True
The science of global warming is very popular. ,1,[],0,0,0.0,0,506,,0,AIJPLVW0ULYTH,2.0,1,0,True
Science has come such long way since i was born.,1,[],0,0,0.0,0,507,['was born'],1,A3CX0LXFHZ6I3I,1.0,2,0,False
I studying science so I can make career out of it.,1,[],0,0,0.0,0,508,,0,A2LEBJWW395FST,1.0,1,0,True
The chemical interaction resulted in an explosion.,1,[],0,0,0.0,0,509,,0,AFTSLCMJASJDR,1.0,2,0,True
He is interested in Science,1,[],0,0,0.0,0,510,,0,AA0EJ752F121Q,2.0,2,0,True
Dr. Fauci applies science when he speaks about Covid strategy.,1,[],0,0,0.0,0,511,,0,A2VN0R4EGGV7KE,2.0,1,0,True
We performed an experiment in the lab today.,1,[],0,0,0.0,0,512,,0,AJKA9BKC011F2,2.0,1,0,True
Science is the key to make progress. ,1,[],0,0,0.0,0,513,,0,A2X823PACMMOKP,1.0,1,0,True
The science fair will be very busy today.,1,[],0,0,0.0,0,514,,0,ALG1XBLARJ545,1.0,2,0,True
My science textbook was rather outdated.,1,[],0,0,0.0,0,515,,0,A2SKOPFTRTNFUY,1.0,2,0,True
A lot of time was put into researching for vaccine.,1,['was put'],1,1,1.0,1,516,['was put'],1,A347NXF6NQGM5G,1.0,2,1,True
The science of it is strong.,1,[],0,0,0.0,0,517,,0,AFRKVRPZ2RHY8,1.0,2,0,True
I am taking Science class.,1,[],0,0,0.0,0,518,,0,A2OZKKX2O0YTLD,2.0,1,0,True
I stirred the bot until the chemical blew up ,1,[],0,0,0.0,0,519,,0,A240OTT1T85UGT,1.0,1,0,True
She studied science at the local university. ,1,[],0,0,0.0,0,520,,0,A55E4CZQLYYO3,2.0,2,0,True
I conduct chemical experiments.,1,[],0,0,0.0,0,521,,0,A3QNSOORS63W0D,2.0,1,0,True
Science explores our existance.,1,[],0,0,0.0,0,522,,0,A63XZD0XGIMAI,1.0,1,0,True
Science was never strong topic for me in school.,1,[],0,0,0.0,0,523,,0,A2ONKY3JGB34T3,1.0,2,0,True
Dr. Fauci made remarks about the variants of COVID-19.,1,[],0,0,0.0,0,524,,0,AOJD8D9NXVAR3,1.0,1,0,True
Science gives many people employment opportunities.,1,[],0,0,0.0,0,525,,0,A33B85TN97HQ33,1.0,1,0,True
Pluto was discovered in the 20th century.,1,['was discovered'],1,1,1.0,1,526,['was discovered'],1,A3J72C0SIACZBS,1.0,2,1,True
Money was not granted for research.,1,['was not granted'],1,1,1.0,1,527,,0,AW3PWVBIGPNAA,1.0,2,1,False
Science has many different categories.,1,[],0,0,0.0,0,528,,0,AC95JAUAM2L2Z,1.0,1,0,True
Chemistry reveals the mysteries of everyday chain reactions.,1,[],0,0,0.0,0,529,,0,AFE7E450NETF2,1.0,2,0,True
im into science,1,[],0,0,0.0,0,530,,0,AXR1QGU4KTMSZ,1.0,1,0,True
Chemistry is an interesting field of study.,1,[],0,0,0.0,0,531,,0,COPIEDAKHKMEPXX1YZ9,2.0,2,0,True
Science rocks,1,[],0,0,0.0,0,532,,0,AOZBPO12UMPUY,1.0,1,0,True
Science is important for growth.,1,[],0,0,0.0,0,533,,0,A1JSPB0XCFUUG1,2.0,1,0,True
The animals were used in the experiment.,1,['were used'],1,1,1.0,1,534,['were used'],1,A2VAG94W4SK18C,1.0,2,1,True
Science can be quite fun when doing experiments. ,1,[],0,0,0.0,0,535,,0,A2GIT09BQEUM9M,,1,0,True
Science is great.,1,[],0,0,0.0,0,536,,0,A162CO8K267FU8,1.0,2,0,True
I love science.,1,[],0,0,0.0,0,537,,0,A3S9ASZKIIJ3WF,2.0,1,0,True
Science lead to medical progress.,1,[],0,0,0.0,0,538,,0,A3JUAN2Y9XTK5L,2.0,1,0,True
He was late for his geology class yesterday.,1,[],0,0,0.0,0,539,,0,A23FK9ROU01U4D,2.0,2,0,True
The science class seems fun,1,[],0,0,0.0,0,540,,0,A79XOBCSS4NTG,1.0,2,0,True
The biologists helped create vaccine. ,1,[],0,0,0.0,0,541,,0,AU34Y1DWWQ47O,1.0,1,0,True
he enjoyed sceince,1,[],0,0,0.0,0,542,,0,A2TWX0MB777CAB,2.0,2,0,True
"Science is so very exciting, especially for the younger kids.",1,[],0,0,0.0,0,543,,0,A1HYNGG8LZUV47,2.0,1,0,True
Science was discussed at the meeting,1,['was discussed'],1,1,1.0,1,544,['was discussed'],1,AQDBBBTN8NE9X,2.0,2,1,True
The subject discussed was science.,1,[],0,0,0.0,0,545,,0,A36G7I51D5O1M4,2.0,2,1,False
Science required lot more study time than Math.,1,[],0,0,0.0,0,546,,0,COPIEDAPV3GK8ZEXB0J,1.0,1,0,True
I read magazines about science.,1,[],0,0,0.0,0,547,,0,A38LW34F26WBJY,1.0,1,0,True
"Science is the best learning subject,",1,[],0,0,0.0,0,548,,0,A35TZ4YGDSXSEC,1.0,1,0,True
DNA was discovered by Watson and Crick.,1,['was discovered'],1,1,1.0,1,549,['was discovered'],1,A37CSK5QI41636,1.0,2,1,True
Life is more like science experiment with each day changing. ,1,[],0,0,0.0,0,550,,0,ACIWLS3IQPV1J,2.0,1,0,True
I experimented with with some salt in water while I read the instructions.,1,[],0,0,0.0,0,551,,0,A1N274L13ZKKI5,1.0,2,0,True
Science makes the unbelievable understandable.,1,[],0,0,0.0,0,552,,0,A3NG205QJ48IM4,1.0,1,0,True
I do not know much about science.,1,[],0,0,0.0,0,553,,0,A2I6YPPQK6BU09,1.0,1,0,True
Science is the final frontier. ,1,[],0,0,0.0,0,554,,0,A1H4MYPDJ2K3VI,2.0,1,0,True
The professor was struggling to teach evolution to the creationists. ,1,[],0,0,0.0,0,555,,0,A15B294KHVGPFV,1.0,2,0,True
I really enjoy chemistry.,1,[],0,0,0.0,0,556,,0,A3774HPOUKYTX7,1.0,1,0,True
We can learn lot of fun things in science class.,1,[],0,0,0.0,0,557,,0,ARTARDCXLJ5H6,2.0,2,0,True
The scientist is from New York.,1,[],0,0,0.0,0,558,,0,A2RCUR9HJ9D0UQ,1.0,2,0,True
Tyson names science as one of his favorite school subjects.,1,[],0,0,0.0,0,559,,0,AO9AKYPPGGGZ4,2.0,1,0,True
I love science,1,[],0,0,0.0,0,560,,0,ADIW4L4IGU98R,1.0,1,0,True
"I study science and therefore, am knowledgeable about vaccines.",1,[],0,0,0.0,0,561,,0,A34IZFOSHOZ4GN,1.0,1,0,True
I mixed the chemical per instruction in the lab. ,1,[],0,0,0.0,0,562,,0,A11ILN5YSUDVG8,1.0,1,0,True
The vaccine was developed by top scientists in the country. ,1,['was developed'],1,1,1.0,1,563,['was developed'],1,A13CFYL1AW272Y,1.0,2,1,True
The microscope was focused on the sample of skin cells.,1,['was focused'],1,1,1.0,1,564,['was focused'],1,AAFM5PPF9P0W,1.0,2,1,True
Bill Nye the Science guy had his own tv show. ,1,[],0,0,0.0,0,565,,0,A20P819KPQWCK0,1.0,1,0,True
Science is the S is STEM.,1,[],0,0,0.0,0,566,,0,A2OKJSKQFMCZTP,1.0,2,0,True
i wish i had engaged more in Science class,1,[],0,0,0.0,0,567,,0,AM0FRMVODTMXA,1.0,1,0,True
I am going to Science class today. ,1,[],0,0,0.0,0,568,,0,A2WSYQ5TS09U1,1.0,1,0,True
I am measuring the temperature of this beaker.,1,[],0,0,0.0,0,569,,0,A1FAQI8VXLAMBM,2.0,1,0,True
I take science class everyday.,1,[],0,0,0.0,0,570,,0,A3C9B757QTE20C,2.0,1,0,True
Science explains great deal about the universe,1,[],0,0,0.0,0,571,,0,AK70USZXEJSF3,2.0,2,0,True
I a big fan of science.,1,[],0,0,0.0,0,572,,0,A3BWZ6V34W8SXX,2.0,1,0,True
Today settled science is tomorrow flat earth theory. ,1,[],0,0,0.0,0,573,,0,A3U6RDG7BLH6YZ,2.0,1,0,True
Science can never answer every question.,1,[],0,0,0.0,0,574,,0,A2HUWXLMG214BI,2.0,2,0,True
The science teacher was pleased with his students test scores.,1,[],0,0,0.0,0,575,,0,A16DIQCMNWPBAN,2.0,2,0,True
This is the most important scientific breakthrough in recent years. ,1,[],0,0,0.0,0,576,,0,A357ADRGNGMMKC,1.0,1,0,True
Every student must take class in science.,1,[],0,0,0.0,0,577,,0,A3V2HVY764HJS4,2.0,1,0,True
The student skipped science class.,1,[],0,0,0.0,0,578,,0,A2W5PAZJG6X8Q8,2.0,2,0,True
In Science many scientists spend their time researching new theories.,1,[],0,0,0.0,0,579,,0,A118RTS8BOFIH7,1.0,1,0,True
The sea tides are controlled by the moon.,1,['are controlled'],1,1,1.0,1,580,['are controlled'],1,A31CNXHGR49DJR,1.0,2,1,True
Science is must,1,[],0,0,0.0,0,581,,0,A3OM2ZQ7FUDTIN,1.0,1,0,True
"The professor taught science, but was not very good at it.",1,[],0,0,0.0,0,582,,0,A3PSV85ZUXP9VF,2.0,2,0,True
I skipped my science class. ,1,[],0,0,0.0,0,583,,0,A3G11HOZ5PCWOH,2.0,2,0,True
Science tells us things about our world. ,1,[],0,0,0.0,0,584,,0,A33ELVLU0NX9N9,1.0,1,0,True
The laboratory is filled with chemicals.,1,[],0,0,0.0,0,585,['is filled'],1,A2W434UNNBRS4L,1.0,2,0,False
what is happening in the world right now is science,1,[],0,0,0.0,0,586,,0,A2EW08X2I87RXL,2.0,1,0,True
False findings were presented at the conference. ,1,['were presented'],1,1,1.0,1,587,['were presented'],1,AHTWQSOY6HTJI,1.0,2,1,True
"When I used to take biology, I enjoyed it.",1,[],0,0,0.0,0,588,,0,A16Y5JEB1EF9CY,1.0,2,0,True
I think science is interesting.,1,[],0,0,0.0,0,589,,0,A3M0L33TPD346S,2.0,2,0,True
The biologist fought with the psychologist about the results of the other.,1,[],0,0,0.0,0,590,,0,AY4KZOUEZ8BAM,1.0,1,0,True
Science is the main driver of advancement.,1,[],0,0,0.0,0,591,,0,A14Z1JSAR9JEON,1.0,2,0,True
Science use to be my favorite subject ,1,[],0,0,0.0,0,592,,0,A3M2Q7EZCJ85GE,2.0,2,0,True
I watched man on about science experiments. ,1,[],0,0,0.0,0,593,,0,A36W1PIV68AE5K,2.0,2,0,True
I wish I could investigate more on volcanoes.,1,[],0,0,0.0,0,594,,0,ANR81FZBHHR0F,1.0,1,0,True
Science was not taken into consideration during the discussion.,1,['was not taken'],1,1,1.0,1,595,,0,A2UOOBZQ5L2EL1,2.0,2,1,False
Science is the favorite subject of my entire class.,1,[],0,0,0.0,0,596,,0,j2wj0096lt,2.0,1,0,True
now we can blow it up ,1,[],0,0,0.0,0,597,,0,A3NUGUAMBKYMZY,1.0,1,0,True
Science is making the world better place.,1,[],0,0,0.0,0,598,,0,A33TBDS0UALKW2,1.0,1,0,True
The biology experiment was approved by the committee.,1,['was approved'],1,1,1.0,1,599,['was approved'],1,A2BT7QVGXJKFKI,1.0,2,1,True
Science is Matt favorite subject he loves solving problems,1,[],0,0,0.0,0,600,,0,A39J8MSTUDVH0D,1.0,1,0,True
Science has discovered the cell cycle is influenced by many things.,1,['is influenced'],1,1,1.0,1,601,['is influenced'],1,A15X9KAJB8M54B,2.0,2,1,True
science is evolving continuously.,1,[],0,0,0.0,0,602,,0,A1CRE2Z623JZ6V,2.0,1,0,True
The water was heated to boiling point.,1,[],0,0,0.0,0,603,['was heated'],1,A3H8A6SSZH6MQQ,2.0,2,1,True
science has been given more recognition after covid.,1,['has been given'],1,1,1.0,1,604,['been given'],1,A2137K4XEU12TI,1.0,2,1,True
Students perform experiments as part of learning about the subject of science.,1,[],0,0,0.0,0,605,,0,AMFIHFK9N0OVK,2.0,1,0,True
It is important to study science.,1,[],0,0,0.0,0,606,,0,A1JAWNX4R60ZZ0,1.0,1,0,True
Flowers produce nectar to attract insects.,1,[],0,0,0.0,0,607,,0,A1MPJYJCUAOFOB,1.0,1,0,True
I heard science was important.,1,[],0,0,0.0,0,608,,0,A3HT6YYXPBRKN3,2.0,2,0,True
I love learning about medical technology advances.,1,[],0,0,0.0,0,609,,0,A3V9UGWBPDRFSG,1.0,1,0,True
The scientest was satisfied with his colegues anatomy esay.,2,[],0,0,0.0,0,610,,0,A1ZJ3TU4QJIKLY,2.0,2,0,True
Science is very difficult to some people.,1,[],0,0,0.0,0,611,,0,A129LL7SYP8EOE,2.0,1,0,True
The experiment was conducted over period of six months.,1,['was conducted'],1,1,1.0,1,612,['was conducted'],1,A2VUF0V7HT51Q3,1.0,2,1,True
I wish I had studied science in school.,1,[],0,0,0.0,0,613,,0,A3IB7YJHP04OHI,2.0,2,0,True
The lab tech is working late.,1,[],0,0,0.0,0,614,,0,A13DHPKBQXN9R7,2.0,1,0,True
I like to read about science.,1,[],0,0,0.0,0,615,,0,A1B3K5W6NZ03U2,1.0,1,0,True
The theory was proven by scientist.,1,['was proven'],1,1,1.0,1,616,['was proven'],1,A29KJK7GPUF3OT,1.0,2,1,True
The frog was dissected for exploration.,1,['was dissected'],1,1,1.0,1,617,['was dissected'],1,A26A77APE2SUR5,2.0,2,1,True
Science blows that theory out of the water.,1,[],0,0,0.0,0,618,,0,A8BSFVAPZBIUS ,1.0,1,0,True
I am going to do crazy experiment in chemistry.,1,[],0,0,0.0,0,619,,0,A1ADRYNCJIRFOO,1.0,1,0,True
The experiment was completed by the team with the largest monetary grant.,1,['was completed'],1,1,1.0,1,620,['was completed'],1,A1PAN54I7HWSZI,1.0,2,1,True
Science knowledge has grown exponentially in the last decade. ,1,[],0,0,0.0,0,621,,0,AS8JG1LSWTMGY,2.0,2,0,True
Science and politics make strange bedfellows.,1,[],0,0,0.0,0,622,,0,A25D8WXH1F4CG9,1.0,1,0,True
Many people think science is the most important part of evolution. ,1,[],0,0,0.0,0,623,,0,A1TK1M16KJJKEO,1.0,2,0,True
Ralph enjoyed teaching science in his classroom.,1,[],0,0,0.0,0,624,,0,A1282WX3YWXM6E,2.0,1,0,True
VIROLOGY IS THE STUDY OF VIRUSES,1,[],0,0,0.0,0,625,,0,A3SUUPLFBSG1T9,1.0,1,0,True
Science was neglected.,1,['was neglected'],1,1,1.0,1,626,['was neglected'],1,A2T6EBB0Z6TQZS  ,1.0,2,1,True
The girl quickly cleaned up the mess she made after combining chemicals in the test tube.,1,[],0,0,0.0,0,627,,0,A3G1X3IP2VM4IK,2.0,2,0,True
The scientist measured the chemicals for the experiment.,1,[],0,0,0.0,0,628,,0,A1KRDCZ1YYBUIZ,1.0,1,0,True
We were studying physics. ,1,[],0,0,0.0,0,629,,0,A1X84CLJ7N1PLZ,1.0,2,0,True
Science is about observation.,1,[],0,0,0.0,0,630,,0,A141B3S3ZLY8DI,2.0,2,0,True
The science was sound and well reasoned.,1,[],0,0,0.0,0,631,,0,A1BDJMFP24FBGL,1.0,1,0,True
the kids learned science at school,1,[],0,0,0.0,0,632,,0,A3F34OE3VQ7W0V,1.0,2,0,True
The scientists were made to reschedule their rocket launch.,1,['were made'],1,1,1.0,1,633,['were made'],1,A2BQ5JORLYGZMV,2.0,2,1,True
The science is evolving ,1,[],0,0,0.0,0,634,,0,A3ONF400XL2Y9U,1.0,1,0,True
Science is the truth.,1,[],0,0,0.0,0,635,,0,A2HDZE2L9EX2SY,1.0,1,0,True
it was called science matter,1,['was called'],1,1,1.0,1,636,['was called'],1,A2EY0J9LOPU3TU,1.0,2,0,False
Science is always evolving with new information.,1,[],0,0,0.0,0,637,,0,A20SXG1DHDIDI7,1.0,1,0,True
Science was denied in the national news,1,['was denied'],1,1,1.0,1,638,['was denied'],1,A2Y81T0DIFJ866,1.0,2,1,True
Science can be difficult topic to discuss ,1,[],0,0,0.0,0,639,,0,A2MF4QDKE40KVN,1.0,1,0,True
I hate science,1,[],0,0,0.0,0,640,,0,A7Z6P6K85HX54,1.0,2,0,True
Science is my son favorite subject.,1,[],0,0,0.0,0,641,,0,A2PY9UB56M2PP2,1.0,1,0,True
Science is our salvation. ,1,[],0,0,0.0,0,642,,0,A2JUTTLDE5LGHH,1.0,2,0,True
I read about latest developments in science,1,[],0,0,0.0,0,643,,0,A2F58OOW7K3DD2,1.0,1,0,True
Science was her second choice after she realized she didn qualify for the Arts program.,1,[],0,0,0.0,0,644,,0,A1QW2XUJ7KZCV5,2.0,2,0,True
You forgot about the assignment. ,1,[],0,0,0.0,0,645,,0,A3G3TIX6FEMN8R,2.0,2,0,True
I am baking chocolate cake this evening.,1,[],0,0,0.0,0,646,,0,A2DDPSXH2X96RF,1.0,1,0,True
Science is doing wonders right now,1,[],0,0,0.0,0,647,,0,A2BZY06YRWGEDL,2.0,1,0,True
Discoveries were made in the Chemistry laboratory. ,1,['were made'],1,1,1.0,1,648,['were made'],1,A1C8FN01981A69,2.0,2,1,True
When will everyone have chance to get COVID-19 vaccine ,1,[],0,0,0.0,0,649,,0,A2DU76P3SED4T6,2.0,1,0,True
Science helps me discover other planets.,1,[],0,0,0.0,0,650,,0,AYSX5GNO640MZ,1.0,1,0,True
Stephen poured one chemical into another with small poof of smoke.,1,[],0,0,0.0,0,651,,0,A2R30HQXQN76IC,1.0,1,0,True
The scientist was excited by her new discovery.,1,['was excited'],1,1,1.0,1,652,['was excited'],1,AMDUEMZUK9GJC,1.0,1,1,True
The experiment had been repeated by other labs.,1,['had been repeated'],1,1,1.0,1,653,['been repeated'],1,A2WS07SCLNP1GV,1.0,2,1,True
In science we were asked to build model volcano. ,1,['were asked'],1,1,1.0,1,654,['were asked'],1,A3V3LIPOU53GZQ,2.0,2,1,True
I don really know much about science.,1,[],0,0,0.0,0,655,,0,AQDA6OMC4W5V8,1.0,2,0,True
Sam is going to take the science exam.,1,[],0,0,0.0,0,656,,0,A1K3VCFF62LIO2,2.0,1,0,True
We need to follow the science to get through this pandemic.,1,[],0,0,0.0,0,657,,0,A2AFAWJX5LTUVN,2.0,1,0,True
The new trial for the vaccine will begin today. ,1,[],0,0,0.0,0,658,,0,AW8JVJQNLTXND,2.0,1,0,True
Science is an important subject in school.,1,[],0,0,0.0,0,659,,0,A26ZENZ5G8AEGM,1.0,1,0,True
Lot of benefits are provided by science.,1,['are provided'],1,1,1.0,1,660,['are provided'],1,A3Q9H7A8J8GR01,1.0,2,1,True
The science experiment illustrated how water freezes. ,1,[],0,0,0.0,0,661,,0,A2SULQE4M8C3CM,2.0,2,0,True
Science creates new knowledge we use to shape our world.,1,[],0,0,0.0,0,662,,0,A2LDDDJ4WBKB8Y,1.0,1,0,True
We can learn lot about COVID-19 from science and research.,1,[],0,0,0.0,0,663,,0,A2VJ27EN5W4MU,1.0,2,0,True
Children learn science.,1,[],0,0,0.0,0,664,,0,A1SBWRAOJBEFIM,1.0,1,0,True
SCIENCE IS FUNDAMENTAL OF PHYSICS.,1,[],0,0,0.0,0,665,,0,A12JQZP4XVOABB,2.0,2,0,True
I was good in Science.,1,[],0,0,0.0,0,666,,0,AE5138F868GYB,1.0,1,0,True
Science has contributed to many advances in beauty.,1,[],0,0,0.0,0,667,,0,AY2L2CZ6OKNEA,2.0,1,0,True
The monkey was studied by Scientist name Jack.,1,['was studied'],1,1,1.0,1,668,['was studied'],1,A2S7LNJG767XIU,1.0,2,1,True
"Science, specifically biology, interests Kiera the most in school. ",1,[],0,0,0.0,0,669,,0,A370S3V5OUNP4E,1.0,1,0,True
He was going to ask about climate change.,1,[],0,0,0.0,0,670,,0,A2ZKKOPPN3AX2G,1.0,2,0,True
There is science to what will happen.,1,[],0,0,0.0,0,671,,0,AH7I3K3OJKA5L,2.0,1,0,True
Scientists love facts.,1,[],0,0,0.0,0,672,,0,A5BCSSPC180AG,2.0,2,0,True
Science is popular subject to take in college.,1,[],0,0,0.0,0,673,,0,A1TO9C7AZND1VO,1.0,1,0,True
Who knows if it science or fiction ,1,[],0,0,0.0,0,674,,0,AE0C5U5HZ7WR9,2.0,2,0,True
It is Science that is curing the nation from the Covid virus.,1,[],0,0,0.0,0,675,,0,A1D4RC6K6Y5KAV,2.0,1,0,True
I hate studying science.,1,[],0,0,0.0,0,676,,0,A345TDMHP3DQ3G,1.0,1,0,True
Science has been my worst subject ,1,[],0,0,0.0,0,677,,0,A1U5UPSCURNRAA,2.0,2,0,True
Science is very big topic lately.,1,[],0,0,0.0,0,678,,0,A18UTX5FD7NPRV,2.0,1,0,True
Discoveries in physic were lagging from past years.,1,[],0,0,0.0,0,679,,0,A3T79IEUFBB473,2.0,2,0,True
Plants make nutrients with their leaves and roots.,1,[],0,0,0.0,0,680,,0,A3HKD5JYXYBK5Q,1.0,1,0,True
Science is interesting.,1,[],0,0,0.0,0,681,,0,A3MSMV01T3S53S,2.0,1,0,True
The science was manipulated to make the people wear masks.,1,['was manipulated'],1,1,1.0,1,682,['was manipulated'],1,A2JAE9P7FQXU2T,2.0,2,1,True
I love how complex science is ,1,[],0,0,0.0,0,683,,0,A23K77HMD9APAJ,1.0,1,0,True
Science divides into many different sub-categories. ,1,[],0,0,0.0,0,684,,0,A322UHGPRL2UWO,2.0,1,0,True
My hypothesis was not recognized.,1,['was not recognized'],1,1,1.0,1,685,,0,A1EDKVYT9ZCGUH,2.0,2,1,False
I wish I could use the microscope.,1,[],0,0,0.0,0,686,,0,A3CX8S6Q0QEW8E,1.0,1,0,True
The teacher was completed the science fair.,1,['was completed'],1,1,1.0,1,687,['was completed'],1,AYX9OCFWBM939,2.0,2,0,False
They had found some evidence of rashes in the vaccine.,1,[],0,0,0.0,0,688,,0,A1HNB2243A2PQH,2.0,2,0,True
Science has been an essential component of recovery from the global pandemic.,1,[],0,0,0.0,0,689,,0,A1Y38T7IZWJQAE,2.0,2,0,True
The culture was being appropriated.,1,['was being appropriated'],1,1,1.0,1,690,['being appropriated'],1,A3ATU3VULAB7K2,2.0,2,1,True
The culture is delightful to me.,1,[],0,0,0.0,0,691,,0,A1CTJ8UT7SF317,1.0,1,0,True
I would love to learn about different culture ,1,[],0,0,0.0,0,692,,0,A327Q0Y175MEH7,1.0,1,0,True
Thanksgiving dinner was eaten at home.,1,['was eaten'],1,1,1.0,1,693,['was eaten'],1,A19TD2J8506A4Y,1.0,2,1,True
Americans enjoy barbecuing on July 4th. ,1,[],0,0,0.0,0,694,,0,A2DDXYTEVDV5F5,1.0,1,0,True
I wish I could see them during the ceremony.,1,[],0,0,0.0,0,695,,0,AJ9O2ZA0E8UDZ,2.0,2,0,True
I learning new language.,1,[],0,0,0.0,0,696,,0,AYXXMHLZRAPF9,1.0,1,0,True
I feel culture is imperative to style.,1,[],0,0,0.0,0,697,,0,A3M0L33TPD346S,1.0,1,0,True
The people were shaped by culture.,1,['were shaped'],1,1,1.0,1,698,['were shaped'],1,A33GB614ST7J82,1.0,2,1,True
Young people these days are on their phones constantly.,1,[],0,0,0.0,0,699,,0, COPIEDAKHKMEPXX1YZ9,2.0,1,0,True
"The Cherokee tribal traditions include language, spirituality, food, storytelling, and art.",1,[],0,0,0.0,0,700,,0,A23273YME4RCEB,1.0,1,0,True
Culture was taught at school.,1,['was taught'],1,1,1.0,1,701,['was taught'],1,A3O4WYGKH31OX,1.0,2,1,True
"As for culture, they clearly had none.",1,[],0,0,0.0,0,702,,0,A3NLSGHK6RFXA8,1.0,2,0,True
The museum exhibit will make us question reality. ,1,[],0,0,0.0,0,703,,0,AOJF7CPZVK5U3,1.0,1,0,True
Culture was common study topic.,1,[],0,0,0.0,0,704,,0,A154ZJKRSX6847,1.0,2,0,True
Culture is passed down through generations of people.,1,['is passed'],1,1,1.0,1,705,['is passed'],1,A3FXVNZ5VG98IP,1.0,2,1,True
I am very surprised at all of the Cancel Culture initiaves.,1,[],0,0,0.0,0,706,,0,AYXN53TNFG71P,1.0,1,0,True
The magazine was delivered to her house. ,1,['was delivered'],1,1,1.0,1,707,['was delivered'],1,AMUKX1DM4ASA7,1.0,2,1,True
Japanese culture thrives on an honorable set of values.,1,[],0,0,0.0,0,708,,0,AFE7E450NETF2,1.0,1,0,True
EVERYONE IS MOLDED BY CULTURE. ,1,['is molded'],1,1,1.0,1,709,,0,A2DLZ9PK82J8L2,1.0,1,1,False
Culture is an ideology. ,1,[],0,0,0.0,0,710,,0,ARON01UO1YK7I,2.0,2,0,True
